alpha_1,alpha_2,lambda_1,lambda_2,dataset,noise_model,noise_level,coverage,width,score
1e-05,1e-06,1e-06,1e-05,Shomate,homoskedastic,0.1,1.0,2.1594862069026166,1.0797431034513083
1e-05,1e-06,1e-06,1e-05,Shomate,heteroskedastic,0.01,1.0,1.2937965562690454,0.6468982781345227
1e-05,1e-06,1e-06,1e-05,Shomate,heteroskedastic,0.02,1.0,0.881870004922732,0.440935002461366
1e-05,1e-06,1e-06,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865478590401134,0.4432739295200567
1e-05,1e-06,1e-06,1e-05,Shomate,heteroskedastic,0.1,1.0,1.1945713894412986,0.5972856947206493
1e-05,1e-06,1e-05,1e-07,Line,homoskedastic,0.01,1.0,3.1258517972497346,1.5629258986248673
1e-05,1e-06,1e-05,1e-07,Line,homoskedastic,0.02,1.0,3.141215115359852,1.570607557679926
1e-05,1e-06,1e-05,1e-07,Line,homoskedastic,0.05,1.0,3.1295829307921523,1.5647914653960762
1e-05,1e-06,1e-05,1e-07,Line,homoskedastic,0.1,1.0,3.105876251241154,1.552938125620577
1e-05,1e-06,1e-05,1e-07,Line,heteroskedastic,0.01,1.0,3.1394331860679974,1.5697165930339987
1e-05,1e-06,1e-05,1e-07,Line,heteroskedastic,0.02,1.0,3.1553922283583034,1.5776961141791517
1e-05,1e-06,1e-05,1e-07,Line,heteroskedastic,0.05,1.0,3.115992370672128,1.557996185336064
1e-05,1e-06,1e-05,1e-07,Line,heteroskedastic,0.1,1.0,3.06506034047477,1.532530170237385
1e-05,1e-06,1e-05,1e-07,Polynomial,homoskedastic,0.01,1.0,3.6606024506477617,1.8303012253238808
1e-05,1e-06,1e-05,1e-07,Polynomial,homoskedastic,0.02,1.0,3.4600274454982656,1.7300137227491328
1e-05,1e-06,1e-05,1e-07,Polynomial,homoskedastic,0.05,1.0,3.3240175975193744,1.6620087987596872
1e-05,1e-06,1e-05,1e-07,Polynomial,homoskedastic,0.1,1.0,2.508202393092039,1.2541011965460196
1e-05,1e-06,1e-05,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.547394749784616,1.773697374892308
1e-05,1e-06,1e-05,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.438105627820538,1.719052813910269
1e-05,1e-06,1e-05,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8078564851629708,0.9039282425814854
1e-05,1e-06,1e-05,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.0834520417877282,1.0417260208938641
1e-05,1e-06,1e-05,1e-07,LennardJones,homoskedastic,0.01,1.0,2.033700963928519,1.0168504819642594
1e-05,1e-06,1e-05,1e-07,LennardJones,homoskedastic,0.02,1.0,2.051223516219914,1.025611758109957
1e-05,1e-06,1e-05,1e-07,LennardJones,homoskedastic,0.05,1.0,2.017044216209273,1.0085221081046365
1e-05,1e-06,1e-05,1e-07,LennardJones,homoskedastic,0.1,1.0,2.0945056353476104,1.0472528176738052
1e-05,1e-06,1e-05,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.0383855666774093,1.0191927833387047
1e-05,1e-06,1e-05,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.9635191749813743,0.9817595874906871
1e-05,1e-06,1e-05,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.029204959570207,1.0146024797851034
1e-05,1e-06,1e-05,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.132743412006858,1.066371706003429
1e-05,1e-06,1e-05,1e-07,Shomate,homoskedastic,0.01,1.0,1.601241745632913,0.8006208728164566
1e-05,1e-06,1e-05,1e-07,Shomate,homoskedastic,0.02,1.0,2.061045358213347,1.0305226791066735
1e-05,1e-06,1e-05,1e-07,Shomate,homoskedastic,0.05,1.0,1.7640363753311017,0.8820181876655508
1e-05,1e-06,1e-05,1e-07,Shomate,homoskedastic,0.1,1.0,2.1594054584462525,1.0797027292231263
1e-05,1e-06,1e-05,1e-07,Shomate,heteroskedastic,0.01,1.0,1.29374112729518,0.64687056364759
1e-05,1e-06,1e-05,1e-07,Shomate,heteroskedastic,0.02,1.0,0.8817862597715528,0.4408931298857764
1e-05,1e-06,1e-05,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864206667613964,0.4432103333806982
1e-05,1e-06,1e-05,1e-07,Shomate,heteroskedastic,0.1,1.0,1.1944723529407324,0.5972361764703662
1e-05,1e-06,1e-05,1e-06,Line,homoskedastic,0.01,1.0,3.1258562213338674,1.5629281106669337
1e-05,1e-06,1e-05,1e-06,Line,homoskedastic,0.02,1.0,3.141219517835195,1.5706097589175976
1e-05,1e-06,1e-05,1e-06,Line,homoskedastic,0.05,1.0,3.129587350158017,1.5647936750790086
1e-05,1e-06,1e-05,1e-06,Line,homoskedastic,0.1,1.0,3.1058807057965403,1.5529403528982701
1e-05,1e-06,1e-05,1e-06,Line,heteroskedastic,0.01,1.0,3.1394375910807337,1.5697187955403669
1e-05,1e-06,1e-05,1e-06,Line,heteroskedastic,0.02,1.0,3.1553966115223337,1.5776983057611669
1e-05,1e-06,1e-05,1e-06,Line,heteroskedastic,0.05,1.0,3.115996811589949,1.5579984057949745
1e-05,1e-06,1e-05,1e-06,Line,heteroskedastic,0.1,1.0,3.0650648645617746,1.5325324322808873
1e-05,1e-06,1e-05,1e-06,Polynomial,homoskedastic,0.01,1.0,3.6606037186407656,1.8303018593203828
1e-05,1e-06,1e-05,1e-06,Polynomial,homoskedastic,0.02,1.0,3.4600288133793424,1.7300144066896712
1e-05,1e-06,1e-05,1e-06,Polynomial,homoskedastic,0.05,1.0,3.3240193084761582,1.6620096542380791
1e-05,1e-06,1e-05,1e-06,Polynomial,homoskedastic,0.1,1.0,2.508207225575081,1.2541036127875405
1e-05,1e-06,1e-05,1e-06,Polynomial,heteroskedastic,0.01,1.0,3.547396082050725,1.7736980410253624
1e-05,1e-06,1e-05,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.4381071025018,1.7190535512509
1e-05,1e-06,1e-05,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.807859899660111,0.9039299498300555
1e-05,1e-06,1e-05,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.083464183863393,1.0417320919316966
1e-05,1e-06,1e-05,1e-06,LennardJones,homoskedastic,0.01,1.0,2.03370436453852,1.01685218226926
1e-05,1e-06,1e-05,1e-06,LennardJones,homoskedastic,0.02,1.0,2.051226889408541,1.0256134447042704
1e-05,1e-06,1e-05,1e-06,LennardJones,homoskedastic,0.05,1.0,2.017047655559548,1.008523827779774
1e-05,1e-06,1e-05,1e-06,LennardJones,homoskedastic,0.1,1.0,2.094508995211864,1.047254497605932
1e-05,1e-06,1e-05,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.0383889624707145,1.0191944812353573
1e-05,1e-06,1e-05,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9635227140512315,0.9817613570256157
1e-05,1e-06,1e-05,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.029208478058512,1.014604239029256
1e-05,1e-06,1e-05,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.132747262099833,1.0663736310499166
1e-05,1e-06,1e-05,1e-06,Shomate,homoskedastic,0.01,1.0,1.6012449463514886,0.8006224731757443
1e-05,1e-06,1e-05,1e-06,Shomate,homoskedastic,0.02,1.0,2.0610478270049777,1.0305239135024888
1e-05,1e-06,1e-05,1e-06,Shomate,homoskedastic,0.05,1.0,1.7640414137954608,0.8820207068977304
1e-05,1e-06,1e-05,1e-06,Shomate,homoskedastic,0.1,1.0,2.159411375801506,1.079705687900753
1e-05,1e-06,1e-05,1e-06,Shomate,heteroskedastic,0.01,1.0,1.2937457409049415,0.6468728704524708
1e-05,1e-06,1e-05,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8817935893710294,0.4408967946855147
1e-05,1e-06,1e-05,1e-06,Shomate,heteroskedastic,0.05,1.0,0.8864318927914592,0.4432159463957296
1e-05,1e-06,1e-05,1e-06,Shomate,heteroskedastic,0.1,1.0,1.1944808956874529,0.5972404478437264
1e-05,1e-06,1e-05,1e-05,Line,homoskedastic,0.01,1.0,3.1259004618308146,1.5629502309154073
1e-05,1e-06,1e-05,1e-05,Line,homoskedastic,0.02,1.0,3.1412635422492614,1.5706317711246307
1e-05,1e-06,1e-05,1e-05,Line,homoskedastic,0.05,1.0,3.129631543473255,1.5648157717366276
1e-05,1e-06,1e-05,1e-05,Line,homoskedastic,0.1,1.0,3.1059252509983843,1.5529626254991922
1e-05,1e-06,1e-05,1e-05,Line,heteroskedastic,0.01,1.0,3.1394816408681394,1.5697408204340697
1e-05,1e-06,1e-05,1e-05,Line,heteroskedastic,0.02,1.0,3.1554404428276093,1.5777202214138046
1e-05,1e-06,1e-05,1e-05,Line,heteroskedastic,0.05,1.0,3.1160412204191688,1.5580206102095844
1e-05,1e-06,1e-05,1e-05,Line,heteroskedastic,0.1,1.0,3.065110105060551,1.5325550525302756
1e-05,1e-06,1e-05,1e-05,Polynomial,homoskedastic,0.01,1.0,3.660616398543768,1.830308199271884
1e-05,1e-06,1e-05,1e-05,Polynomial,homoskedastic,0.02,1.0,3.4600424921576005,1.7300212460788003
1e-05,1e-06,1e-05,1e-05,Polynomial,homoskedastic,0.05,1.0,3.324036417963941,1.6620182089819704
1e-05,1e-06,1e-05,1e-05,Polynomial,homoskedastic,0.1,1.0,2.5082555487284917,1.2541277743642458
1e-05,1e-06,1e-05,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.547409404661373,1.7737047023306864
1e-05,1e-06,1e-05,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4381218492610723,1.7190609246305362
1e-05,1e-06,1e-05,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8078940440942948,0.9039470220471474
1e-05,1e-06,1e-05,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.083585608691769,1.0417928043458844
1e-05,1e-06,1e-05,1e-05,LennardJones,homoskedastic,0.01,1.0,2.0337383703255676,1.0168691851627838
1e-05,1e-06,1e-05,1e-05,LennardJones,homoskedastic,0.02,1.0,2.0512606209889226,1.0256303104944613
1e-05,1e-06,1e-05,1e-05,LennardJones,homoskedastic,0.05,1.0,2.0170820487355527,1.0085410243677764
1e-05,1e-06,1e-05,1e-05,LennardJones,homoskedastic,0.1,1.0,2.0945425935372097,1.0472712967686049
1e-05,1e-06,1e-05,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.0384229200913047,1.0192114600456523
1e-05,1e-06,1e-05,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9635581043919723,0.9817790521959862
1e-05,1e-06,1e-05,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.0292436625633696,1.0146218312816848
1e-05,1e-06,1e-05,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.132785762399068,1.066392881199534
1e-05,1e-06,1e-05,1e-05,Shomate,homoskedastic,0.01,1.0,1.601276953177557,0.8006384765887785
1e-05,1e-06,1e-05,1e-05,Shomate,homoskedastic,0.02,1.0,2.0610725147221145,1.0305362573610573
1e-05,1e-06,1e-05,1e-05,Shomate,homoskedastic,0.05,1.0,1.7640917957589746,0.8820458978794873
1e-05,1e-06,1e-05,1e-05,Shomate,homoskedastic,0.1,1.0,2.1594705433535206,1.0797352716767603
1e-05,1e-06,1e-05,1e-05,Shomate,heteroskedastic,0.01,1.0,1.2937918753087687,0.6468959376543844
1e-05,1e-06,1e-05,1e-05,Shomate,heteroskedastic,0.02,1.0,0.8818668804475985,0.44093344022379927
1e-05,1e-06,1e-05,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865441407794933,0.44327207038974664
1e-05,1e-06,1e-05,1e-05,Shomate,heteroskedastic,0.1,1.0,1.1945663170313228,0.5972831585156614
1e-05,1e-05,1e-07,1e-07,Line,homoskedastic,0.01,1.0,3.1258834821849777,1.5629417410924888
1e-05,1e-05,1e-07,1e-07,Line,homoskedastic,0.02,1.0,3.141246944348589,1.5706234721742944
1e-05,1e-05,1e-07,1e-07,Line,homoskedastic,0.05,1.0,3.1296146233301885,1.5648073116650942
1e-05,1e-05,1e-07,1e-07,Line,homoskedastic,0.1,1.0,3.10590769365687,1.552953846828435
1e-05,1e-05,1e-07,1e-07,Line,heteroskedastic,0.01,1.0,3.1394649708156552,1.5697324854078276
1e-05,1e-05,1e-07,1e-07,Line,heteroskedastic,0.02,1.0,3.1554241726986447,1.5777120863493224
1e-05,1e-05,1e-07,1e-07,Line,heteroskedastic,0.05,1.0,3.116023914785971,1.5580119573929856
1e-05,1e-05,1e-07,1e-07,Line,heteroskedastic,0.1,1.0,3.0650913394629007,1.5325456697314503
1e-05,1e-05,1e-07,1e-07,Polynomial,homoskedastic,0.01,1.0,3.6594347472699558,1.8297173736349779
1e-05,1e-05,1e-07,1e-07,Polynomial,homoskedastic,0.02,1.0,3.4590572649054465,1.7295286324527233
1e-05,1e-05,1e-07,1e-07,Polynomial,homoskedastic,0.05,1.0,3.3228279769329747,1.6614139884664874
1e-05,1e-05,1e-07,1e-07,Polynomial,homoskedastic,0.1,1.0,2.506853484980325,1.2534267424901624
1e-05,1e-05,1e-07,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.545850944852039,1.7729254724260195
1e-05,1e-05,1e-07,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.437041871344861,1.7185209356724305
1e-05,1e-05,1e-07,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8077108929520627,0.9038554464760313
1e-05,1e-05,1e-07,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.0827029568421316,1.0413514784210658
1e-05,1e-05,1e-07,1e-07,LennardJones,homoskedastic,0.01,1.0,2.0334643586484202,1.0167321793242101
1e-05,1e-05,1e-07,1e-07,LennardJones,homoskedastic,0.02,1.0,2.0509617313988135,1.0254808656994068
1e-05,1e-05,1e-07,1e-07,LennardJones,homoskedastic,0.05,1.0,2.0168040427624745,1.0084020213812372
1e-05,1e-05,1e-07,1e-07,LennardJones,homoskedastic,0.1,1.0,2.0942327890216412,1.0471163945108206
1e-05,1e-05,1e-07,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.0381751758926927,1.0190875879463464
1e-05,1e-05,1e-07,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.9632580298659341,0.9816290149329671
1e-05,1e-05,1e-07,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.028981795629075,1.0144908978145375
1e-05,1e-05,1e-07,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.13241690281359,1.066208451406795
1e-05,1e-05,1e-07,1e-07,Shomate,homoskedastic,0.01,1.0,1.598644716381044,0.799322358190522
1e-05,1e-05,1e-07,1e-07,Shomate,homoskedastic,0.02,1.0,2.0602251651772283,1.0301125825886142
1e-05,1e-05,1e-07,1e-07,Shomate,homoskedastic,0.05,1.0,1.763017516234137,0.8815087581170685
1e-05,1e-05,1e-07,1e-07,Shomate,homoskedastic,0.1,1.0,2.1580868480936113,1.0790434240468056
1e-05,1e-05,1e-07,1e-07,Shomate,heteroskedastic,0.01,1.0,1.2928663730426002,0.6464331865213001
1e-05,1e-05,1e-07,1e-07,Shomate,heteroskedastic,0.02,1.0,0.8818472585872068,0.4409236292936034
1e-05,1e-05,1e-07,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864350365875091,0.44321751829375455
1e-05,1e-05,1e-07,1e-07,Shomate,heteroskedastic,0.1,1.0,1.1944824301070998,0.5972412150535499
1e-05,1e-05,1e-07,1e-06,Line,homoskedastic,0.01,1.0,3.125887906313098,1.562943953156549
1e-05,1e-05,1e-07,1e-06,Line,homoskedastic,0.02,1.0,3.1412513468677443,1.5706256734338722
1e-05,1e-05,1e-07,1e-06,Line,homoskedastic,0.05,1.0,3.1296190427402353,1.5648095213701176
1e-05,1e-05,1e-07,1e-06,Line,homoskedastic,0.1,1.0,3.105912148256916,1.552956074128458
1e-05,1e-05,1e-07,1e-06,Line,heteroskedastic,0.01,1.0,3.139469375872493,1.5697346879362466
1e-05,1e-05,1e-07,1e-06,Line,heteroskedastic,0.02,1.0,3.155428555906471,1.5777142779532356
1e-05,1e-05,1e-07,1e-06,Line,heteroskedastic,0.05,1.0,3.1160283557482042,1.5580141778741021
1e-05,1e-05,1e-07,1e-06,Line,heteroskedastic,0.1,1.0,3.0650958635950194,1.5325479317975097
1e-05,1e-05,1e-07,1e-06,Polynomial,homoskedastic,0.01,1.0,3.6594360166990296,1.8297180083495148
1e-05,1e-05,1e-07,1e-06,Polynomial,homoskedastic,0.02,1.0,3.459058634171134,1.729529317085567
1e-05,1e-05,1e-07,1e-06,Polynomial,homoskedastic,0.05,1.0,3.3228296901026115,1.6614148450513058
1e-05,1e-05,1e-07,1e-06,Polynomial,homoskedastic,0.1,1.0,2.506858324151248,1.253429162075624
1e-05,1e-05,1e-07,1e-06,Polynomial,heteroskedastic,0.01,1.0,3.545852279168683,1.7729261395843414
1e-05,1e-05,1e-07,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.4370433476859614,1.7185216738429807
1e-05,1e-05,1e-07,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.8077143079822877,0.9038571539911439
1e-05,1e-05,1e-07,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.0827150813556807,1.0413575406778404
1e-05,1e-05,1e-07,1e-06,LennardJones,homoskedastic,0.01,1.0,2.0334677611080276,1.0167338805540138
1e-05,1e-05,1e-07,1e-06,LennardJones,homoskedastic,0.02,1.0,2.050965106577683,1.0254825532888414
1e-05,1e-05,1e-07,1e-06,LennardJones,homoskedastic,0.05,1.0,2.01680748400694,1.00840374200347
1e-05,1e-05,1e-07,1e-06,LennardJones,homoskedastic,0.1,1.0,2.0942361509384857,1.0471180754692428
1e-05,1e-05,1e-07,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.0381785733004003,1.0190892866502002
1e-05,1e-05,1e-07,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9632615711696417,0.9816307855848209
1e-05,1e-05,1e-07,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.0289853159400613,1.0144926579700306
1e-05,1e-05,1e-07,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.132420755522695,1.0662103777613474
1e-05,1e-05,1e-07,1e-06,Shomate,homoskedastic,0.01,1.0,1.5986479151266266,0.7993239575633133
1e-05,1e-05,1e-07,1e-06,Shomate,homoskedastic,0.02,1.0,2.0602276376027926,1.0301138188013963
1e-05,1e-05,1e-07,1e-06,Shomate,homoskedastic,0.05,1.0,1.7630225669931983,0.8815112834965991
1e-05,1e-05,1e-07,1e-06,Shomate,homoskedastic,0.1,1.0,2.158092786781414,1.079046393390707
1e-05,1e-05,1e-07,1e-06,Shomate,heteroskedastic,0.01,1.0,1.2928710001023287,0.6464355000511643
1e-05,1e-05,1e-07,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8818545897866973,0.44092729489334864
1e-05,1e-05,1e-07,1e-06,Shomate,heteroskedastic,0.05,1.0,0.886446262980543,0.4432231314902715
1e-05,1e-05,1e-07,1e-06,Shomate,heteroskedastic,0.1,1.0,1.1944909730129714,0.5972454865064857
1e-05,1e-05,1e-07,1e-05,Line,homoskedastic,0.01,1.0,3.1259321472499195,1.5629660736249598
1e-05,1e-05,1e-07,1e-05,Line,homoskedastic,0.02,1.0,3.1412953717199263,1.5706476858599632
1e-05,1e-05,1e-07,1e-05,Line,homoskedastic,0.05,1.0,3.1296632364972865,1.5648316182486433
1e-05,1e-05,1e-07,1e-05,Line,homoskedastic,0.1,1.0,3.1059566939053567,1.5529783469526783
1e-05,1e-05,1e-07,1e-05,Line,heteroskedastic,0.01,1.0,3.1395134261009088,1.5697567130504544
1e-05,1e-05,1e-07,1e-05,Line,heteroskedastic,0.02,1.0,3.1554723876496946,1.5777361938248473
1e-05,1e-05,1e-07,1e-05,Line,heteroskedastic,0.05,1.0,3.1160727650215363,1.5580363825107681
1e-05,1e-05,1e-07,1e-05,Line,heteroskedastic,0.1,1.0,3.065141104544936,1.532570552272468
1e-05,1e-05,1e-07,1e-05,Polynomial,homoskedastic,0.01,1.0,3.659448710960757,1.8297243554803786
1e-05,1e-05,1e-07,1e-05,Polynomial,homoskedastic,0.02,1.0,3.459072326793534,1.729536163396767
1e-05,1e-05,1e-07,1e-05,Polynomial,homoskedastic,0.05,1.0,3.3228468217169373,1.6614234108584687
1e-05,1e-05,1e-07,1e-05,Polynomial,homoskedastic,0.1,1.0,2.5069067141831467,1.2534533570915734
1e-05,1e-05,1e-07,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.5458656222960383,1.7729328111480191
1e-05,1e-05,1e-07,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4370581110432106,1.7185290555216053
1e-05,1e-05,1e-07,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8077484577484906,0.9038742288742453
1e-05,1e-05,1e-07,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.082836330542911,1.0414181652714556
1e-05,1e-05,1e-07,1e-05,LennardJones,homoskedastic,0.01,1.0,2.033501785390215,1.0167508926951074
1e-05,1e-05,1e-07,1e-05,LennardJones,homoskedastic,0.02,1.0,2.0509988580595104,1.0254994290297552
1e-05,1e-05,1e-07,1e-05,LennardJones,homoskedastic,0.05,1.0,2.0168418961239087,1.0084209480619544
1e-05,1e-05,1e-07,1e-05,LennardJones,homoskedastic,0.1,1.0,2.0942697697888053,1.0471348848944027
1e-05,1e-05,1e-07,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.038212547064318,1.019106273532159
1e-05,1e-05,1e-07,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9632969838476932,0.9816484919238466
1e-05,1e-05,1e-07,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.029020518670849,1.0145102593354245
1e-05,1e-05,1e-07,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.1324592819815114,1.0662296409907557
1e-05,1e-05,1e-07,1e-05,Shomate,homoskedastic,0.01,1.0,1.598679902189825,0.7993399510949125
1e-05,1e-05,1e-07,1e-05,Shomate,homoskedastic,0.02,1.0,2.06025236165266,1.03012618082633
1e-05,1e-05,1e-07,1e-05,Shomate,homoskedastic,0.05,1.0,1.7630730718825687,0.8815365359412843
1e-05,1e-05,1e-07,1e-05,Shomate,homoskedastic,0.1,1.0,2.158152167569897,1.0790760837849485
1e-05,1e-05,1e-07,1e-05,Shomate,heteroskedastic,0.01,1.0,1.2929172689863475,0.6464586344931738
1e-05,1e-05,1e-07,1e-05,Shomate,heteroskedastic,0.02,1.0,0.881927896862188,0.440963948431094
1e-05,1e-05,1e-07,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865585145966737,0.44327925729833684
1e-05,1e-05,1e-07,1e-05,Shomate,heteroskedastic,0.1,1.0,1.194576395948039,0.5972881979740196
1e-05,1e-05,1e-06,1e-07,Line,homoskedastic,0.01,1.0,3.1258806689111496,1.5629403344555748
1e-05,1e-05,1e-06,1e-07,Line,homoskedastic,0.02,1.0,3.141244117268003,1.5706220586340014
1e-05,1e-05,1e-06,1e-07,Line,homoskedastic,0.05,1.0,3.129611807011691,1.5648059035058455
1e-05,1e-05,1e-06,1e-07,Line,homoskedastic,0.1,1.0,3.105904899327244,1.552952449663622
1e-05,1e-05,1e-06,1e-07,Line,heteroskedastic,0.01,1.0,3.139462145349728,1.569731072674864
1e-05,1e-05,1e-06,1e-07,Line,heteroskedastic,0.02,1.0,3.1554213331295284,1.5777106665647642
1e-05,1e-05,1e-06,1e-07,Line,heteroskedastic,0.05,1.0,3.1160211119211736,1.5580105559605868
1e-05,1e-05,1e-06,1e-07,Line,heteroskedastic,0.1,1.0,3.065088587664352,1.532544293832176
1e-05,1e-05,1e-06,1e-07,Polynomial,homoskedastic,0.01,1.0,3.6594336409832575,1.8297168204916288
1e-05,1e-05,1e-06,1e-07,Polynomial,homoskedastic,0.02,1.0,3.4590561989013358,1.7295280994506679
1e-05,1e-05,1e-06,1e-07,Polynomial,homoskedastic,0.05,1.0,3.322826746791493,1.6614133733957466
1e-05,1e-05,1e-06,1e-07,Polynomial,homoskedastic,0.1,1.0,2.5068515175687707,1.2534257587843853
1e-05,1e-05,1e-06,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.5458498531143374,1.7729249265571687
1e-05,1e-05,1e-06,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.437040737107331,1.7185203685536654
1e-05,1e-05,1e-06,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8077101687708814,0.9038550843854407
1e-05,1e-05,1e-06,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.0826995903570573,1.0413497951785287
1e-05,1e-05,1e-06,1e-07,LennardJones,homoskedastic,0.01,1.0,2.0334634430915584,1.0167317215457792
1e-05,1e-05,1e-06,1e-07,LennardJones,homoskedastic,0.02,1.0,2.0509608075288397,1.0254804037644198
1e-05,1e-05,1e-06,1e-07,LennardJones,homoskedastic,0.05,1.0,2.01680313213114,1.00840156606557
1e-05,1e-05,1e-06,1e-07,LennardJones,homoskedastic,0.1,1.0,2.0942318311245294,1.0471159155622647
1e-05,1e-05,1e-06,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.038174257516616,1.019087128758308
1e-05,1e-05,1e-06,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.963257142046429,0.9816285710232145
1e-05,1e-05,1e-06,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.02898085539748,1.01449042769874
1e-05,1e-05,1e-06,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.132415778773339,1.0662078893866695
1e-05,1e-05,1e-06,1e-07,Shomate,homoskedastic,0.01,1.0,1.59864420469872,0.79932210234936
1e-05,1e-05,1e-06,1e-07,Shomate,homoskedastic,0.02,1.0,2.060224509888383,1.0301122549441915
1e-05,1e-05,1e-06,1e-07,Shomate,homoskedastic,0.05,1.0,1.763016594311868,0.881508297155934
1e-05,1e-05,1e-06,1e-07,Shomate,homoskedastic,0.1,1.0,2.1580852787501335,1.0790426393750667
1e-05,1e-05,1e-06,1e-07,Shomate,heteroskedastic,0.01,1.0,1.292865904388425,0.6464329521942125
1e-05,1e-05,1e-06,1e-07,Shomate,heteroskedastic,0.02,1.0,0.8818469460989374,0.4409234730494687
1e-05,1e-05,1e-06,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864346647940602,0.4432173323970301
1e-05,1e-05,1e-06,1e-07,Shomate,heteroskedastic,0.1,1.0,1.194481922882429,0.5972409614412145
1e-05,1e-05,1e-06,1e-06,Line,homoskedastic,0.01,1.0,3.125885093035288,1.562942546517644
1e-05,1e-05,1e-06,1e-06,Line,homoskedastic,0.02,1.0,3.1412485197831965,1.5706242598915983
1e-05,1e-05,1e-06,1e-06,Line,homoskedastic,0.05,1.0,3.1296162264177605,1.5648081132088802
1e-05,1e-05,1e-06,1e-06,Line,homoskedastic,0.1,1.0,3.105909353923284,1.552954676961642
1e-05,1e-05,1e-06,1e-06,Line,heteroskedastic,0.01,1.0,3.1394665504026027,1.5697332752013013
1e-05,1e-05,1e-06,1e-06,Line,heteroskedastic,0.02,1.0,3.1554257163334096,1.5777128581667048
1e-05,1e-05,1e-06,1e-06,Line,heteroskedastic,0.05,1.0,3.116025552879414,1.558012776439707
1e-05,1e-05,1e-06,1e-06,Line,heteroskedastic,0.1,1.0,3.0650931117924114,1.5325465558962057
